trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
"197","22:27:00","22:27:00","70141","11","San Francisco","0","0","37632.50982533",1
"197","22:31:00","22:31:00","70131","12","San Francisco","0","0","41124.12539828",1
"197","22:35:00","22:35:00","70121","13","San Francisco","0","0","43109.64578268",1
"197","22:38:00","22:38:00","70111","14","San Francisco","0","0","45803.01812722",1
"197","22:41:00","22:41:00","70101","15","San Francisco","0","0","47792.59069187",1
"197","22:44:00","22:44:00","70091","16","San Francisco","0","0","49926.16441734",1
"197","22:48:00","22:48:00","70081","17","San Francisco","0","0","52250.58127152",1
"197","22:52:00","22:52:00","70061","18","San Francisco","0","0","56568.92587212",1
"197","22:57:00","22:57:00","70051","19","San Francisco","0","0","60718.74297759",1
"197","23:01:00","23:01:00","70041","20","San Francisco","0","0","63687.71948326",1
"197","23:07:00","23:07:00","70031","21","San Francisco","0","0","70362.90385228",1
"197","23:13:00","23:13:00","70021","22","San Francisco","0","0","75781.36752839",1
"197","23:20:00","23:20:00","70011","23","San Francisco","0","0","78304.51332850",1
"104","5:25:00","5:25:00","70012","1",,"0","0","0.00000000",1
"104","5:29:00","5:29:00","70022","2",,"0","0","2521.94934933",1
"104","5:34:00","5:34:00","70032","3",,"0","0","8397.84794911",1
"104","5:40:00","5:40:00","70042","4",,"0","0","15088.00922773",1
"104","5:44:00","5:44:00","70052","5",,"0","0","18052.86281224",1
"104","5:48:00","5:48:00","70062","6",,"0","0","22207.65488136",1
"104","5:53:00","5:53:00","70082","7",,"0","0","26519.48003152",1
"104","5:57:00","5:57:00","70092","8",,"0","0","28827.32764302",1
"104","6:00:00","6:00:00","70102","9",,"0","0","30976.31976807",1
"104","6:03:00","6:03:00","70112","10",,"0","0","32981.18419538",1
"104","6:07:00","6:07:00","70122","11",,"0","0","35676.18897681",1
"104","6:10:00","6:10:00","70132","12",,"0","0","37667.06651487",1
"104","6:15:00","6:15:00","70142","13",,"0","0","41159.68463655",1
"104","6:20:00","6:20:00","70162","14",,"0","0","46760.25134873",1
"104","6:24:00","6:24:00","70172","15",,"0","0","48771.63366342",1
"104","6:28:00","6:28:00","70192","16",,"0","0","51319.90356819",1
"104","6:32:00","6:32:00","70202","17",,"0","0","55259.58867915",1
"104","6:37:00","6:37:00","70212","18",,"0","0","58368.00295451",1
"104","6:42:00","6:42:00","70222","19",,"0","0","62680.52037466",1
"104","6:46:00","6:46:00","70232","20",,"0","0","65870.46414811",1
"104","6:51:00","6:51:00","70242","21",,"0","0","71760.14427959",1
"104","7:05:00","7:05:00","70262","22",,"0","0","75885.43208447",1
"104","7:10:00","7:10:00","70272","23",,"0","0","78773.39956263",1
"192","20:30:00","20:30:00","70012","1",,"0","0","0.00000000",1
"192","20:34:00","20:34:00","70022","2",,"0","0","2521.94934933",1
"192","20:39:00","20:39:00","70032","3",,"0","0","8397.84794911",1
"192","20:46:00","20:46:00","70042","4",,"0","0","15088.00922773",1
"192","20:50:00","20:50:00","70052","5",,"0","0","18052.86281224",1
"192","20:56:00","20:56:00","70062","6",,"0","0","22207.65488136",1
"192","21:01:00","21:01:00","70082","7",,"0","0","26519.48003152",1
"192","21:04:00","21:04:00","70092","8",,"0","0","28827.32764302",1
"192","21:08:00","21:08:00","70102","9",,"0","0","30976.31976807",1
"192","21:11:00","21:11:00","70112","10",,"0","0","32981.18419538",1
"192","21:15:00","21:15:00","70122","11",,"0","0","35676.18897681",1
"192","21:18:00","21:18:00","70132","12",,"0","0","37667.06651487",1
"192","21:23:00","21:23:00","70142","13",,"0","0","41159.68463655",1
"192","21:28:00","21:28:00","70162","14",,"0","0","46760.25134873",1
"192","21:32:00","21:32:00","70172","15",,"0","0","48771.63366342",1
"192","21:35:00","21:35:00","70192","16",,"0","0","51319.90356819",1
"192","21:39:00","21:39:00","70202","17",,"0","0","55259.58867915",1
"192","21:44:00","21:44:00","70212","18",,"0","0","58368.00295451",1
"192","21:49:00","21:49:00","70222","19",,"0","0","62680.52037466",1
"192","21:53:00","21:53:00","70232","20",,"0","0","65870.46414811",1
"192","21:58:00","21:58:00","70242","21",,"0","0","71760.14427959",1
"192","22:06:00","22:06:00","70262","22",,"0","0","75885.43208447",1
"192","22:11:00","22:11:00","70272","23",,"0","0","78773.39956263",1
"194","21:30:00","21:30:00","70012","1",,"0","0","0.00000000",1
"194","21:34:00","21:34:00","70022","2",,"0","0","2521.94934933",1
"194","21:39:00","21:39:00","70032","3",,"0","0","8397.84794911",1
"194","21:46:00","21:46:00","70042","4",,"0","0","15088.00922773",1
"194","21:50:00","21:50:00","70052","5",,"0","0","18052.86281224",1
"194","21:56:00","21:56:00","70062","6",,"0","0","22207.65488136",1
"194","22:01:00","22:01:00","70082","7",,"0","0","26519.48003152",1
"194","22:04:00","22:04:00","70092","8",,"0","0","28827.32764302",1
"194","22:08:00","22:08:00","70102","9",,"0","0","30976.31976807",1
"194","22:11:00","22:11:00","70112","10",,"0","0","32981.18419538",1
"194","22:15:00","22:15:00","70122","11",,"0","0","35676.18897681",1
"194","22:18:00","22:18:00","70132","12",,"0","0","37667.06651487",1
"194","22:23:00","22:23:00","70142","13",,"0","0","41159.68463655",1
"194","22:28:00","22:28:00","70162","14",,"0","0","46760.25134873",1
"194","22:32:00","22:32:00","70172","15",,"0","0","48771.63366342",1
"194","22:35:00","22:35:00","70192","16",,"0","0","51319.90356819",1
"194","22:39:00","22:39:00","70202","17",,"0","0","55259.58867915",1
"194","22:44:00","22:44:00","70212","18",,"0","0","58368.00295451",1
"194","22:49:00","22:49:00","70222","19",,"0","0","62680.52037466",1
"194","22:53:00","22:53:00","70232","20",,"0","0","65870.46414811",1
"194","22:58:00","22:58:00","70242","21",,"0","0","71760.14427959",1
"194","23:06:00","23:06:00","70262","22",,"0","0","75885.43208447",1
"194","23:11:00","23:11:00","70272","23",,"0","0","78773.39956263",1
"159","15:13:00","15:13:00","70261","1",,"0","0","0.00000000",1
"159","15:16:00","15:16:00","70251","2",,"0","0","1867.82001506",1
"159","15:20:00","15:20:00","70241","3",,"0","0","4120.89057899",1
"159","15:25:00","15:25:00","70231","4",,"0","0","10007.12796736",1
"159","15:30:00","15:30:00","70221","5",,"0","0","13194.22245750",1
"159","15:35:00","15:35:00","70211","6",,"0","0","17508.42412316",1
"159","15:39:00","15:39:00","70201","7",,"0","0","20616.60787642",1
"159","15:43:00","15:43:00","70191","8",,"0","0","24560.19036672",1
"159","15:47:00","15:47:00","70171","9",,"0","0","27108.13668617",1
"159","15:51:00","15:51:00","70161","10",,"0","0","29118.89646806",1
"159","15:58:00","15:58:00","70141","11",,"0","0","34720.50139822",1
"159","16:03:00","16:03:00","70131","12",,"0","0","38212.11697117",1
"159","16:06:00","16:06:00","70121","13",,"0","0","40197.63735557",1
"159","16:10:00","16:10:00","70111","14",,"0","0","42891.00970010",1
"159","16:13:00","16:13:00","70101","15",,"0","0","44880.58226475",1
"159","16:17:00","16:17:00","70091","16",,"0","0","47014.15599022",1
"159","16:20:00","16:20:00","70081","17",,"0","0","49338.57284440",1
"159","16:25:00","16:25:00","70061","18",,"0","0","53656.91744500",1
"159","16:30:00","16:30:00","70051","19",,"0","0","57806.73455047",1
"159","16:34:00","16:34:00","70041","20",,"0","0","60775.71105615",1
"159","16:40:00","16:40:00","70031","21",,"0","0","67450.89542516",1
"159","16:46:00","16:46:00","70021","22",,"0","0","72869.35910127",1
"159","16:53:00","16:53:00","70011","23",,"0","0","75392.50490137",1
"421","7:08:00","7:08:00","70261","1","San Francisco","0","0","0.00000000",1
"421","7:13:00","7:13:00","70241","2","San Francisco","0","0","4121.03122797",1
"421","7:19:00","7:19:00","70231","3","San Francisco","0","0","10016.37844470",1
"421","7:23:00","7:23:00","70221","4","San Francisco","0","0","13203.47293484",1
"421","7:29:00","7:29:00","70211","5","San Francisco","0","0","17517.67460050",1
"421","7:33:00","7:33:00","70201","6","San Francisco","0","0","20625.85835376",1
"421","7:37:00","7:37:00","70191","7","San Francisco","0","0","24569.44084406",1
"421","7:42:00","7:42:00","70171","8","San Francisco","0","0","27117.38716350",1
"421","7:45:00","7:45:00","70161","9","San Francisco","0","0","29128.14694540",1
"421","7:49:00","7:49:00","70151","10","San Francisco","0","0","30879.36353718",1
"421","7:53:00","7:53:00","70141","11","San Francisco","0","0","34731.21264587",1
"421","7:58:00","7:58:00","70131","12","San Francisco","0","0","38225.42262758",1
"421","8:02:00","8:02:00","70121","13","San Francisco","0","0","40210.94301198",1
"421","8:05:00","8:05:00","70111","14","San Francisco","0","0","42904.31535652",1
"421","8:09:00","8:09:00","70101","15","San Francisco","0","0","44893.88792117",1
"421","8:12:00","8:12:00","70091","16","San Francisco","0","0","47027.46164664",1
"421","8:16:00","8:16:00","70081","17","San Francisco","0","0","49351.87850081",1
"421","8:20:00","8:20:00","70071","18","San Francisco","0","0","51124.70670460",1
"421","8:23:00","8:23:00","70061","19","San Francisco","0","0","53675.25223130",1
"421","8:28:00","8:28:00","70051","20","San Francisco","0","0","57827.71502450",1
"421","8:33:00","8:33:00","70041","21","San Francisco","0","0","60796.69153017",1
"421","8:39:00","8:39:00","70031","22","San Francisco","0","0","67471.87589919",1
"421","8:45:00","8:45:00","70021","23","San Francisco","0","0","72890.33957530",1
"421","8:52:00","8:52:00","70011","24","San Francisco","0","0","75413.48537542",1
"423","8:38:00","8:38:00","70261","1","San Francisco","0","0","0.00000000",1
"423","8:43:00","8:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"423","8:49:00","8:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"423","8:53:00","8:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"423","8:59:00","8:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"423","9:03:00","9:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"423","9:07:00","9:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"423","9:12:00","9:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"423","9:15:00","9:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"423","9:19:00","9:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"423","9:23:00","9:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"423","9:28:00","9:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"423","9:32:00","9:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"423","9:35:00","9:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"423","9:39:00","9:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"423","9:42:00","9:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"423","9:46:00","9:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"423","9:50:00","9:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"423","9:53:00","9:53:00","70061","19","San Francisco","0","0","53675.25223130",1
"423","9:58:00","9:58:00","70051","20","San Francisco","0","0","57827.71502450",1
"423","10:03:00","10:03:00","70041","21","San Francisco","0","0","60796.69153017",1
"423","10:09:00","10:09:00","70031","22","San Francisco","0","0","67471.87589919",1
"423","10:15:00","10:15:00","70021","23","San Francisco","0","0","72890.33957530",1
"423","10:22:00","10:22:00","70011","24","San Francisco","0","0","75413.48537542",1
"423H","8:38:00","8:38:00","70261","1","San Francisco","0","0","0.00000000",1
"423H","8:43:00","8:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"423H","8:49:00","8:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"423H","8:53:00","8:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"423H","8:59:00","8:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"423H","9:03:00","9:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"423H","9:07:00","9:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"423H","9:12:00","9:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"423H","9:15:00","9:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"423H","9:19:00","9:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"423H","9:23:00","9:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"423H","9:28:00","9:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"423H","9:32:00","9:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"423H","9:35:00","9:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"423H","9:39:00","9:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"423H","9:42:00","9:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"423H","9:46:00","9:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"423H","9:50:00","9:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"423H","9:53:00","9:53:00","70061","19","San Francisco","0","0","53675.25223130",1
"423H","9:58:00","9:58:00","70051","20","San Francisco","0","0","57827.71502450",1
"423H","10:03:00","10:03:00","70041","21","San Francisco","0","0","60796.69153017",1
"423H","10:09:00","10:09:00","70031","22","San Francisco","0","0","67471.87589919",1
"423H","10:15:00","10:15:00","70021","23","San Francisco","0","0","72890.33957530",1
"423H","10:22:00","10:22:00","70011","24","San Francisco","0","0","75413.48537542",1
"425H","10:08:00","10:08:00","70261","1","San Francisco","0","0","0.00000000",1
"425H","10:13:00","10:13:00","70241","2","San Francisco","0","0","4121.03122797",1
"425H","10:19:00","10:19:00","70231","3","San Francisco","0","0","10016.37844470",1
"425H","10:23:00","10:23:00","70221","4","San Francisco","0","0","13203.47293484",1
"425H","10:29:00","10:29:00","70211","5","San Francisco","0","0","17517.67460050",1
"425H","10:33:00","10:33:00","70201","6","San Francisco","0","0","20625.85835376",1
"425H","10:37:00","10:37:00","70191","7","San Francisco","0","0","24569.44084406",1
"425H","10:42:00","10:42:00","70171","8","San Francisco","0","0","27117.38716350",1
"425H","10:45:00","10:45:00","70161","9","San Francisco","0","0","29128.14694540",1
"425H","10:49:00","10:49:00","70151","10","San Francisco","0","0","30879.36353718",1
"425H","10:53:00","10:53:00","70141","11","San Francisco","0","0","34731.21264587",1
"425H","10:58:00","10:58:00","70131","12","San Francisco","0","0","38225.42262758",1
"425H","11:02:00","11:02:00","70121","13","San Francisco","0","0","40210.94301198",1
"425H","11:05:00","11:05:00","70111","14","San Francisco","0","0","42904.31535652",1
"425H","11:09:00","11:09:00","70101","15","San Francisco","0","0","44893.88792117",1
"425H","11:12:00","11:12:00","70091","16","San Francisco","0","0","47027.46164664",1
"425H","11:16:00","11:16:00","70081","17","San Francisco","0","0","49351.87850081",1
"425H","11:20:00","11:20:00","70071","18","San Francisco","0","0","51124.70670460",1
"425H","11:23:00","11:23:00","70061","19","San Francisco","0","0","53675.25223130",1
"425H","11:28:00","11:28:00","70051","20","San Francisco","0","0","57827.71502450",1
"425H","11:33:00","11:33:00","70041","21","San Francisco","0","0","60796.69153017",1
"425H","11:39:00","11:39:00","70031","22","San Francisco","0","0","67471.87589919",1
"425H","11:45:00","11:45:00","70021","23","San Francisco","0","0","72890.33957530",1
"425H","11:52:00","11:52:00","70011","24","San Francisco","0","0","75413.48537542",1
"425","10:08:00","10:08:00","70261","1","San Francisco","0","0","0.00000000",1
"425","10:13:00","10:13:00","70241","2","San Francisco","0","0","4121.03122797",1
"425","10:19:00","10:19:00","70231","3","San Francisco","0","0","10016.37844470",1
"425","10:23:00","10:23:00","70221","4","San Francisco","0","0","13203.47293484",1
"425","10:29:00","10:29:00","70211","5","San Francisco","0","0","17517.67460050",1
"425","10:33:00","10:33:00","70201","6","San Francisco","0","0","20625.85835376",1
"425","10:37:00","10:37:00","70191","7","San Francisco","0","0","24569.44084406",1
"425","10:42:00","10:42:00","70171","8","San Francisco","0","0","27117.38716350",1
"425","10:45:00","10:45:00","70161","9","San Francisco","0","0","29128.14694540",1
"425","10:49:00","10:49:00","70151","10","San Francisco","0","0","30879.36353718",1
"425","10:53:00","10:53:00","70141","11","San Francisco","0","0","34731.21264587",1
"425","10:58:00","10:58:00","70131","12","San Francisco","0","0","38225.42262758",1
"425","11:02:00","11:02:00","70121","13","San Francisco","0","0","40210.94301198",1
"425","11:05:00","11:05:00","70111","14","San Francisco","0","0","42904.31535652",1
"425","11:09:00","11:09:00","70101","15","San Francisco","0","0","44893.88792117",1
"425","11:12:00","11:12:00","70091","16","San Francisco","0","0","47027.46164664",1
"425","11:16:00","11:16:00","70081","17","San Francisco","0","0","49351.87850081",1
"425","11:20:00","11:20:00","70071","18","San Francisco","0","0","51124.70670460",1
"425","11:23:00","11:23:00","70061","19","San Francisco","0","0","53675.25223130",1
"425","11:28:00","11:28:00","70051","20","San Francisco","0","0","57827.71502450",1
"425","11:33:00","11:33:00","70041","21","San Francisco","0","0","60796.69153017",1
"425","11:39:00","11:39:00","70031","22","San Francisco","0","0","67471.87589919",1
"425","11:45:00","11:45:00","70021","23","San Francisco","0","0","72890.33957530",1
"425","11:52:00","11:52:00","70011","24","San Francisco","0","0","75413.48537542",1
"427H","11:38:00","11:38:00","70261","1","San Francisco","0","0","0.00000000",1
"427H","11:43:00","11:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"427H","11:49:00","11:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"427H","11:53:00","11:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"427H","11:59:00","11:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"427H","12:03:00","12:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"427H","12:07:00","12:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"427H","12:12:00","12:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"427H","12:15:00","12:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"427H","12:19:00","12:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"427H","12:23:00","12:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"427H","12:28:00","12:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"427H","12:32:00","12:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"427H","12:35:00","12:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"427H","12:39:00","12:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"427H","12:42:00","12:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"427H","12:46:00","12:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"427H","12:50:00","12:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"427H","12:53:00","12:53:00","70061","19","San Francisco","0","0","53675.25223130",1
"427H","12:58:00","12:58:00","70051","20","San Francisco","0","0","57827.71502450",1
"427H","13:03:00","13:03:00","70041","21","San Francisco","0","0","60796.69153017",1
"427H","13:09:00","13:09:00","70031","22","San Francisco","0","0","67471.87589919",1
"427H","13:15:00","13:15:00","70021","23","San Francisco","0","0","72890.33957530",1
"427H","13:22:00","13:22:00","70011","24","San Francisco","0","0","75413.48537542",1
"427","11:38:00","11:38:00","70261","1","San Francisco","0","0","0.00000000",1
"427","11:43:00","11:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"427","11:49:00","11:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"427","11:53:00","11:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"427","11:59:00","11:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"427","12:03:00","12:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"427","12:07:00","12:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"427","12:12:00","12:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"427","12:15:00","12:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"427","12:19:00","12:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"427","12:23:00","12:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"427","12:28:00","12:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"427","12:32:00","12:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"427","12:35:00","12:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"427","12:39:00","12:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"427","12:42:00","12:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"427","12:46:00","12:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"427","12:50:00","12:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"427","12:53:00","12:53:00","70061","19","San Francisco","0","0","53675.25223130",1
"427","12:58:00","12:58:00","70051","20","San Francisco","0","0","57827.71502450",1
"427","13:03:00","13:03:00","70041","21","San Francisco","0","0","60796.69153017",1
"427","13:09:00","13:09:00","70031","22","San Francisco","0","0","67471.87589919",1
"427","13:15:00","13:15:00","70021","23","San Francisco","0","0","72890.33957530",1
"427","13:22:00","13:22:00","70011","24","San Francisco","0","0","75413.48537542",1
"429H","13:08:00","13:08:00","70261","1","San Francisco","0","0","0.00000000",1
"429H","13:13:00","13:13:00","70241","2","San Francisco","0","0","4121.03122797",1
"429H","13:19:00","13:19:00","70231","3","San Francisco","0","0","10016.37844470",1
"429H","13:23:00","13:23:00","70221","4","San Francisco","0","0","13203.47293484",1
"429H","13:29:00","13:29:00","70211","5","San Francisco","0","0","17517.67460050",1
"429H","13:33:00","13:33:00","70201","6","San Francisco","0","0","20625.85835376",1
"429H","13:37:00","13:37:00","70191","7","San Francisco","0","0","24569.44084406",1
"429H","13:42:00","13:42:00","70171","8","San Francisco","0","0","27117.38716350",1
"429H","13:45:00","13:45:00","70161","9","San Francisco","0","0","29128.14694540",1
"429H","13:49:00","13:49:00","70151","10","San Francisco","0","0","30879.36353718",1
"429H","13:53:00","13:53:00","70141","11","San Francisco","0","0","34731.21264587",1
"429H","13:58:00","13:58:00","70131","12","San Francisco","0","0","38225.42262758",1
"429H","14:02:00","14:02:00","70121","13","San Francisco","0","0","40210.94301198",1
"429H","14:05:00","14:05:00","70111","14","San Francisco","0","0","42904.31535652",1
"429H","14:09:00","14:09:00","70101","15","San Francisco","0","0","44893.88792117",1
"429H","14:12:00","14:12:00","70091","16","San Francisco","0","0","47027.46164664",1
"429H","14:16:00","14:16:00","70081","17","San Francisco","0","0","49351.87850081",1
"429H","14:20:00","14:20:00","70071","18","San Francisco","0","0","51124.70670460",1
"429H","14:23:00","14:23:00","70061","19","San Francisco","0","0","53675.25223130",1
"429H","14:28:00","14:28:00","70051","20","San Francisco","0","0","57827.71502450",1
"429H","14:33:00","14:33:00","70041","21","San Francisco","0","0","60796.69153017",1
"429H","14:39:00","14:39:00","70031","22","San Francisco","0","0","67471.87589919",1
"429H","14:45:00","14:45:00","70021","23","San Francisco","0","0","72890.33957530",1
"429H","14:52:00","14:52:00","70011","24","San Francisco","0","0","75413.48537542",1
"429","13:08:00","13:08:00","70261","1","San Francisco","0","0","0.00000000",1
"429","13:13:00","13:13:00","70241","2","San Francisco","0","0","4121.03122797",1
"429","13:19:00","13:19:00","70231","3","San Francisco","0","0","10016.37844470",1
"429","13:23:00","13:23:00","70221","4","San Francisco","0","0","13203.47293484",1
"429","13:29:00","13:29:00","70211","5","San Francisco","0","0","17517.67460050",1
"429","13:33:00","13:33:00","70201","6","San Francisco","0","0","20625.85835376",1
"429","13:37:00","13:37:00","70191","7","San Francisco","0","0","24569.44084406",1
"429","13:42:00","13:42:00","70171","8","San Francisco","0","0","27117.38716350",1
"429","13:45:00","13:45:00","70161","9","San Francisco","0","0","29128.14694540",1
"429","13:49:00","13:49:00","70151","10","San Francisco","0","0","30879.36353718",1
"429","13:53:00","13:53:00","70141","11","San Francisco","0","0","34731.21264587",1
"429","13:58:00","13:58:00","70131","12","San Francisco","0","0","38225.42262758",1
"429","14:02:00","14:02:00","70121","13","San Francisco","0","0","40210.94301198",1
"429","14:05:00","14:05:00","70111","14","San Francisco","0","0","42904.31535652",1
"429","14:09:00","14:09:00","70101","15","San Francisco","0","0","44893.88792117",1
"429","14:12:00","14:12:00","70091","16","San Francisco","0","0","47027.46164664",1
"429","14:16:00","14:16:00","70081","17","San Francisco","0","0","49351.87850081",1
"429","14:20:00","14:20:00","70071","18","San Francisco","0","0","51124.70670460",1
"429","14:23:00","14:23:00","70061","19","San Francisco","0","0","53675.25223130",1
"429","14:28:00","14:28:00","70051","20","San Francisco","0","0","57827.71502450",1
"429","14:33:00","14:33:00","70041","21","San Francisco","0","0","60796.69153017",1
"429","14:39:00","14:39:00","70031","22","San Francisco","0","0","67471.87589919",1
"429","14:45:00","14:45:00","70021","23","San Francisco","0","0","72890.33957530",1
"429","14:52:00","14:52:00","70011","24","San Francisco","0","0","75413.48537542",1
"431H","14:38:00","14:38:00","70261","1","San Francisco","0","0","0.00000000",1
"431H","14:43:00","14:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"431H","14:49:00","14:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"431H","14:53:00","14:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"431H","14:59:00","14:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"431H","15:03:00","15:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"431H","15:07:00","15:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"431H","15:12:00","15:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"431H","15:15:00","15:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"431H","15:19:00","15:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"431H","15:23:00","15:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"431H","15:28:00","15:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"431H","15:32:00","15:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"431H","15:35:00","15:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"431H","15:39:00","15:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"431H","15:42:00","15:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"431H","15:46:00","15:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"431H","15:50:00","15:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"431H","15:53:00","15:53:00","70061","19","San Francisco","0","0","53675.25223130",1
"431H","15:58:00","15:58:00","70051","20","San Francisco","0","0","57827.71502450",1
"431H","16:03:00","16:03:00","70041","21","San Francisco","0","0","60796.69153017",1
"431H","16:09:00","16:09:00","70031","22","San Francisco","0","0","67471.87589919",1
"431H","16:15:00","16:15:00","70021","23","San Francisco","0","0","72890.33957530",1
"431H","16:22:00","16:22:00","70011","24","San Francisco","0","0","75413.48537542",1
"431","14:38:00","14:38:00","70261","1","San Francisco","0","0","0.00000000",1
"431","14:43:00","14:43:00","70241","2","San Francisco","0","0","4121.03122797",1
"431","14:49:00","14:49:00","70231","3","San Francisco","0","0","10016.37844470",1
"431","14:53:00","14:53:00","70221","4","San Francisco","0","0","13203.47293484",1
"431","14:59:00","14:59:00","70211","5","San Francisco","0","0","17517.67460050",1
"431","15:03:00","15:03:00","70201","6","San Francisco","0","0","20625.85835376",1
"431","15:07:00","15:07:00","70191","7","San Francisco","0","0","24569.44084406",1
"431","15:12:00","15:12:00","70171","8","San Francisco","0","0","27117.38716350",1
"431","15:15:00","15:15:00","70161","9","San Francisco","0","0","29128.14694540",1
"431","15:19:00","15:19:00","70151","10","San Francisco","0","0","30879.36353718",1
"431","15:23:00","15:23:00","70141","11","San Francisco","0","0","34731.21264587",1
"431","15:28:00","15:28:00","70131","12","San Francisco","0","0","38225.42262758",1
"431","15:32:00","15:32:00","70121","13","San Francisco","0","0","40210.94301198",1
"431","15:35:00","15:35:00","70111","14","San Francisco","0","0","42904.31535652",1
"431","15:39:00","15:39:00","70101","15","San Francisco","0","0","44893.88792117",1
"431","15:42:00","15:42:00","70091","16","San Francisco","0","0","47027.46164664",1
"431","15:46:00","15:46:00","70081","17","San Francisco","0","0","49351.87850081",1
"431","15:50:00","15:50:00","70071","18","San Francisco","0","0","51124.70670460",1
"431","15:53:00","15:53:00","70061","19","San Francisco","0","0","53675.25223130",1
